tag,Vrai Nom,Adresse,Arrondissement,Téléphone,Site web,Lien Google,Lien Menu,Horaires,Lien de réservation,Lien de votre compte instagram,Station(s) de métro à proximité,types,petit_dejeuner,brunch_general,brunch_samedi,brunch_dimanche,brunch_toute_la_semaine,dejeuner,gouter,drinks,diner,apero,dans_la_rue,dans_une_galerie,dans_un_musee,dans_un_monument,hotel_name,dans_un_hotel,other_lieu,ambiance_classique,ambiance_intimiste,ambiance_festif,ambiance_date,price_range,cuisines,restrictions,has_terrace,terrace_locs,more_info
Bonjj,Bonjour Jacob,"28 Rue Yves Toudic, 75010 Paris, France",75010,06 85 28 95 94,https://www.bonjourjacob.com/,https://maps.google.com/?cid=16167064650013221665,Canva,"Monday: 8:00 AM – 7:00 PM
Tuesday: 8:00 AM – 7:00 PM
Wednesday: 8:00 AM – 7:00 PM
Thursday: 8:00 AM – 7:00 PM
Friday: 8:00 AM – 7:00 PM
Saturday: 9:00 AM – 7:00 PM
Sunday: 9:00 AM – 7:00 PM",Sans réservation,https://www.instagram.com/bonjourjacob_/,non_renseigné,Coffee shop/salon de thé,True,False,False,False,False,False,True,False,False,False,True,False,False,False,,False,False,True,False,False,False,€,Américain,,False,,"Concept store : coffee, magazines, vinyl, exhibitions. Plusieurs adresses"
Bonn,Bonnie,"10 Rue Agrippa d'Aubigné, 75004 Paris, France",75004,01 78 90 74 74,https://bonnie-restaurant.com/paris/restaurant/,https://maps.google.com/?cid=6431945723386170910,https://bonnie-restaurant.com/paris/uploads/sites/3/2024/10/2024-10-11-Bonnie_Restaurant_menu.pdf,"Monday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Tuesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Wednesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Thursday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Friday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Saturday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Sunday: 12:00 – 3:00 PM, 7:00 – 11:00 PM",https://www.sevenrooms.com/reservations/bonnie,https://www.instagram.com/bonnie_restaurant/,non_renseigné,Restaurant haut de gamme,False,False,False,False,False,True,False,True,True,False,False,False,False,False,SO Paris,True,False,False,True,False,True,€€€,Français,,True,rooftop,"16e étage d'un hôtel, vue imprenable sur Paris, boite de nuit dans l'hôtel également accessible."
Bor,Le Boréal,"39 Rue Montcalm, 75018 Paris, France",75018,09 78 81 17 38,https://www.leborealparis.com,https://maps.google.com/?cid=9835951407454107670,https://www.canva.com/design/DAGe2DoXGkI/TAr0k4Pg4MeFIIXg-T1hFg/view?utm_content=DAGe2DoXGkI&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h712327ddd2,"Monday: Closed
Tuesday: Closed
Wednesday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM
Thursday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM
Friday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM
Saturday: 12:30 – 3:30 PM, 7:00 PM – 12:00 AM
Sunday: 12:30 – 3:30 PM",https://bookings.zenchef.com/results?rid=363250&pid=1001,https://www.instagram.com/le.boreal.paris/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€€,Français,,False,,
Boub,Boubalé,"6 Rue des Archives, 75004 Paris, France",75004,01 83 64 00 65,https://www.legrandmazarin.com/restaurant/,https://maps.google.com/?cid=17646922851684278211,https://www.legrandmazarin.com/restaurant/#menus,"Monday: 12:00 – 11:00 PM
Tuesday: 12:00 – 11:00 PM
Wednesday: 12:00 – 11:00 PM
Thursday: 12:00 – 11:00 PM
Friday: 12:00 – 11:00 PM
Saturday: 12:00 – 11:00 PM
Sunday: 12:00 – 11:00 PM",https://widget.thefork.com/en-GB/f13be868-766a-4d72-883e-b7a360ba710d?utm_source=website,https://www.instagram.com/boubale.paris/,non_renseigné,Restaurant haut de gamme,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Le grand Mazarin,True,False,False,True,False,True,€€€,,,False,,"Décor merveilleux plein de tapisseries, cuisine réconfortante de famille."
Bouc,Bouche,"85 Rue Jean-Pierre Timbaud, 75011 Paris, France",75011,01 43 57 60 49,http://www.boucheparis.com/,https://maps.google.com/?cid=3394036764812937916,http://www.boucheparis.com/menu-a-manger,"Monday: 7:00 PM – 1:30 AM
Tuesday: 7:00 PM – 1:30 AM
Wednesday: 7:00 PM – 1:30 AM
Thursday: 7:00 PM – 1:30 AM
Friday: 7:00 PM – 1:30 AM
Saturday: 7:00 PM – 1:30 AM
Sunday: 12:00 – 3:00 PM, 7:00 PM – 1:30 AM",https://bookings.zenchef.com/results?rid=355736,https://www.instagram.com/bouchebouchebouche/,non_renseigné,Cave à manger,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,False,True,False,True,€€,Français,,False,,"Une atmosphère intimiste, éclairés à la bougie, la carte change régulièrement, le service est chalereux et la nourriture excellente. Salle privative avec une grande table réservable."
Bour,Bourrache,"17 Rue Rodier, 75009 Paris, France",75009,01 53 20 94 90,https://bourrache-paris.com/,https://maps.google.com/?cid=15434304672044800393,https://bourrache-paris.com/qr/bourrache-menu-mobile-01.pdf,"Monday: Closed
Tuesday: 6:30 – 10:30 PM
Wednesday: 6:30 – 10:30 PM
Thursday: 6:30 – 10:30 PM
Friday: 6:00 – 11:00 PM
Saturday: 6:00 – 11:00 PM
Sunday: Closed",https://bourrache-paris.com,https://www.instagram.com/bourrache.paris/,non_renseigné,Cave à manger,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Sud-Américain,,False,,
Brac,Brach,"1-7 Rue Jean Richepin, 75116 Paris, France",75116,01 44 30 10 00,https://brachparis.com/restaurant-bar-rooftop/,https://g.co/kgs/t7BWMwE,https://brachparis.com/restaurant-bar-rooftop/#univers/Cartes,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 11:00 PM
Sunday: 7:00 AM – 11:00 PM","https://www.sevenrooms.com/reservations/brachlerestaurant?venues=brachlerestaurant,nolinskiparislerestaurant,palaisroyalrestaurantparis",https://www.instagram.com/brachparis/,non_renseigné,Restaurant haut de gamme,False,True,False,False,True,True,False,True,True,False,False,False,False,False,Brach,True,False,False,True,False,True,€€€,,,True,rooftop,Possède un bar et un rooftop
Bras,Brasserie Auteuil,"78 Rue d'Auteuil, 75016 Paris, France",75016,01 40 71 11 90,https://www.auteuil-brasserie.com/?utm_source=Google&utm_medium=GMB&utm_campaign=AUT&y_source=1_MTE2NjUxOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://maps.google.com/?cid=11043542603234695146,Non trouvé,"Monday: 9:00 AM – 2:00 AM
Tuesday: 9:00 AM – 2:00 AM
Wednesday: 9:00 AM – 2:00 AM
Thursday: 9:00 AM – 2:00 AM
Friday: 9:00 AM – 2:00 AM
Saturday: 9:00 AM – 2:00 AM
Sunday: 9:00 AM – 2:00 AM",https://www.auteuil-brasserie.com,https://www.instagram.com/auteuilbrasserie/,non_renseigné,Brasserie,False,False,False,False,False,True,False,False,True,True,True,False,False,False,,False,False,True,False,False,False,€€,Italien,,True,terrasse_classique,Possède un rooftop
Brasb,Brasserie Barbès ,"2 Bd Barbès, 75018 Paris, France",75018,01 42 64 52 23,http://brasseriebarbes.com/,https://maps.google.com/?cid=10803593479356726709,https://www.brasseriebarbes.com/carte/,"Monday: 9:00 AM – 1:00 AM
Tuesday: 9:00 AM – 1:00 AM
Wednesday: 9:00 AM – 1:00 AM
Thursday: 9:00 AM – 2:00 AM
Friday: 9:00 AM – 2:00 AM
Saturday: 9:00 AM – 2:00 AM
Sunday: 9:00 AM – 1:00 AM",https://bookings.zenchef.com/results?rid=349532&lang=fr&type=web&pid=1001&mini=,https://www.instagram.com/brasseriebarbes/,non_renseigné,Brasserie,True,False,False,False,False,True,False,False,True,True,True,False,False,False,,False,False,True,False,False,False,€€,Français,,True,rooftop,"4 étages, patio intérieur, rooftop vue sur le sacré cœur"
Brasbo,Brasserie Bohême,"62 TER Av Jean Baptiste Clément, 92100 Boulogne-Billancourt, France",92100,01 46 89 37 16,https://www.brasserieboheme92.com/,https://g.co/kgs/Qw8QaX2,https://www.brasserieboheme92.com/menus-carte/,"Monday: 8:00 AM – 12:00 AM
Tuesday: 8:00 AM – 12:00 AM
Wednesday: 8:00 AM – 12:00 AM
Thursday: 8:00 AM – 12:00 AM
Friday: 8:00 AM – 12:00 AM
Saturday: 9:00 AM – 12:00 AM
Sunday: 9:00 AM – 12:00 AM",https://www.brasserieboheme92.com,https://www.instagram.com/brasserie_boheme/,non_renseigné,Brasserie,True,False,False,False,False,True,False,False,True,True,True,False,False,False,,False,False,True,False,False,False,€€,Français,,True,terrasse_classique,
Brasa,Brasserie des Arts,"28 Rue Saint-André des Arts, 75006 Paris, France",75006,01 81 70 45 70,http://brasserie-des-arts.com/,https://maps.google.com/?cid=640619644363165090,http://brasserie-des-arts.com/menu-et-cartes,"Monday: 12:00 PM – 2:00 AM
Tuesday: 12:00 PM – 2:00 AM
Wednesday: 12:00 PM – 2:00 AM
Thursday: 12:00 PM – 2:00 AM
Friday: 12:00 PM – 5:00 AM
Saturday: 12:00 PM – 2:00 AM
Sunday: 12:00 PM – 2:00 AM",https://bookings.zenchef.com/results?rid=367578&pid=1001,https://www.instagram.com/brasserie_des_arts/,non_renseigné,Brasserie,False,True,False,True,False,True,False,False,True,True,True,False,False,False,,False,False,False,True,False,False,€€,Français,,True,terrasse_classique,Brunch le dimanche
Brasfo,Brasserie Fouquet's,"99 Av. des Champs-Élysées, 75008 Paris, France",75008,01 40 69 60 50,https://www.hotelsbarriere.com/collection-fouquet-s/paris/restaurants-et-bars/brasserie-fouquet-s-paris,https://maps.google.com/?cid=2371509826334643256,https://www.hotelsbarriere.com/collection-fouquet-s/paris/restaurants-et-bars/brasserie-fouquet-s-paris/menu,"Monday: 7:30 AM – 12:00 AM
Tuesday: 7:30 AM – 12:00 AM
Wednesday: 7:30 AM – 12:00 AM
Thursday: 7:30 AM – 12:00 AM
Friday: 7:30 AM – 12:00 AM
Saturday: 7:30 AM – 12:00 AM
Sunday: 7:30 AM – 12:00 AM",https://www.hotelsbarriere.com/collection-fouquet-s/paris/restaurants-et-bars/brasserie-fouquet-s-paris,https://www.instagram.com/fouquets.paris/,non_renseigné,Brasserie,True,False,False,False,False,True,False,False,True,False,False,False,False,False,Fouquet's,True,False,True,False,False,False,€€€€,Français,,True,terrasse_classique,Brasserie typique française haut de gamme. Dispose d'une terrasse.
Brase,Brasserie l'Émil,"55 Rue Saint-Roch, 75001 Paris, France",75001,01 53 45 91 01,https://www.chateauvoltaire.com/restaurant,https://maps.google.com/?cid=4786811306236901011,https://www.chateauvoltaire.com/cache/files/carte-du-petit-dejeuner-9302.pdf,"Monday: 7:00 AM – 10:30 PM
Tuesday: 7:00 AM – 10:30 PM
Wednesday: 7:00 AM – 10:30 PM
Thursday: 7:00 AM – 10:30 PM
Friday: 7:00 AM – 10:30 PM
Saturday: 7:00 AM – 10:30 PM
Sunday: Closed",https://bookings.zenchef.com/results?rid=356873&pid=1001,https://www.instagram.com/brasserie_lemil/,non_renseigné,Restaurant haut de gamme,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Château Voltaire,True,False,True,False,False,False,€€€,Français,,False,,
Braslu,Brasserie Lutetia,"43 Bd Raspail, 75006 Paris, France",75006,01 49 54 46 92,https://www.hotellutetia.com/fr/eat-drink/brasserie/,https://maps.google.com/?cid=8526712702274792999,https://www.hotellutetia.com/content/uploads/2024/09/BREAKFAST-MENU-OCTOBRE-2024.pdf,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM",https://www.hotellutetia.com/fr/gastronomie-paris/brasserie/,https://www.instagram.com/hotellutetia/,non_renseigné,Brasserie,True,False,False,False,False,True,False,False,True,False,False,False,False,False,Lutetia,True,False,False,True,False,False,€€€,Français,,True,terrasse_classique,Terrasse sous verrière et bar à fruits de mer.
Braspa,Brasserie Pastis,"87 Bd Haussmann, 75008 Paris, France",75008,01 44 70 99 92,https://www.brasseriepastis.fr/,https://maps.google.com/?cid=13600270376052732239,https://brasseriepastis.fr/wp-content/uploads/2024/05/Nouveaux-Menus-2.pdf,"Monday: 8:00 AM – 1:00 AM
Tuesday: 8:00 AM – 1:00 AM
Wednesday: 8:00 AM – 2:00 AM
Thursday: 8:00 AM – 2:00 AM
Friday: 8:00 AM – 2:00 AM
Saturday: 9:00 AM – 2:00 AM
Sunday: 8:00 AM – 1:00 AM",https://bookings.zenchef.com/results?rid=355723&pid=1001,https://www.instagram.com/brasseriepastis_/?hl=fr,non_renseigné,Brasserie,True,False,False,False,False,True,False,False,True,True,True,False,False,False,,False,False,True,False,False,False,€€,,,True,terrasse_classique,
Bra,Brasserie Rosie,"53 Rue du Faubourg Saint-Antoine, 75011 Paris, France",75011,01 45 70 82 39,https://brasseriesalamode.com/brasserie-rosie,https://maps.google.com/?cid=48587829753716931,https://sundayapp.io/venues/dad41cf5-4c15-4eb6-8f61-212fde3fb808/menus,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM
Saturday: 12:00 – 3:00 PM, 7:00 – 11:00 PM
Sunday: 12:00 – 3:00 PM, 7:00 – 10:00 PM",https://brasseriesalamode.com/brasserie-rosie,https://www.instagram.com/brasseriesalamode/,non_renseigné,Brasserie,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Français,,True,terrasse_classique,3 salons privatisables décorés comme chez mamie
Bri,Brion,"17 Rue Lamartine, 75009 Paris, France",75009,01 40 18 10 93,https://www.brion-restaurant.fr/,https://maps.google.com/?cid=13693247247816701538,https://www.brion-restaurant.fr/menus,"Monday: 12:00 – 2:00 PM, 7:00 – 10:00 PM
Tuesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM
Wednesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM
Thursday: 12:00 – 2:00 PM, 7:00 – 10:00 PM
Friday: 12:00 – 2:00 PM, 7:00 – 10:00 PM
Saturday: Closed
Sunday: Closed",https://www.brion-restaurant.fr/reserver,https://www.instagram.com/brion.restaurant/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,False,True,False,False,€€,Français,,False,,Menu en plusieurs étapes. Menu midi à prix attractif
Broc,Broche,"49 Pass. des Panoramas, 75002 Paris, France",75002,non_renseigné,http://broche-paris.com/,https://maps.google.com/?cid=11263208724874979320,CANVA,"Monday: 12:00 – 3:00 PM
Tuesday: 12:00 – 3:00 PM
Wednesday: 12:00 – 3:00 PM
Thursday: 12:00 – 3:00 PM
Friday: 12:00 – 3:00 PM
Saturday: 12:00 – 3:00 PM
Sunday: Closed",Sans réservation,https://www.instagram.com/broche_paris?igshid=YmMyMTA2M2Y%3D,non_renseigné,"""Fast"" (à emporter, sandwicherie...)",False,False,False,False,False,True,False,False,True,False,False,True,False,False,,False,False,True,False,False,False,€,Israélien,,False,,
Brut,Brutos,"5 Rue du Général Renault, 75011 Paris, France",75011,01 48 06 98 97,https://www.brutosparis.com/,https://maps.google.com/?cid=15304728150331096124,CANVA,"Monday: Closed
Tuesday: Closed
Wednesday: 7:00 – 11:00 PM
Thursday: 7:00 – 11:00 PM
Friday: 7:00 – 11:00 PM
Saturday: 7:00 – 11:00 PM
Sunday: 12:30 – 3:30 PM",https://www.brutosparis.com,https://www.instagram.com/brutosparis/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€€,Sud-Américain,,True,terrasse_classique,Grillades au charbon et plats brésiliens
Bru,Brutus,"99 Rue des Dames, 75017 Paris, France",75017,09 86 53 44 00,http://www.brutus-creperies.com/,https://maps.google.com/?cid=6190140775294118517,http://www.brutus-creperies.com/menu,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM
Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM
Saturday: 12:00 – 11:30 PM
Sunday: 12:00 – 4:00 PM",https://bookings.zenchef.com/results?pid=1001&rid=357214,https://www.instagram.com/brutus_creperies/,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Français,,True,terrasse_classique,Plusieurs adresses
Buc,Buckwheat,"7 Rue de l'Échelle, 75001 Paris, France",75001,01 42 60 30 21,https://www.hotel-normandy.com/fr/page/buckwheat-creperie-restaurant-bar-normandy-hotel-paris.766.html,https://maps.google.com/?cid=13628966168873116393,https://hapi.mmcreation.com/media/66/BUCKWHEAT/2024/Menu-hiver-24.pdf,"Monday: 12:00 – 6:00 PM
Tuesday: 12:00 – 6:00 PM
Wednesday: 12:00 – 6:00 PM
Thursday: 12:00 – 10:00 PM
Friday: 12:00 – 10:00 PM
Saturday: 12:00 – 10:00 PM
Sunday: 12:00 – 10:00 PM",Réservation par téléphone,https://www.instagram.com/buckwheat_lacreperie/?hl=fr,non_renseigné,Restaurant,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Normandy le Chantier,True,False,True,False,False,False,€€,Français,,False,,
Budd,Buddha Bar,"8-12 Rue Boissy d'Anglas, 75008 Paris, France",75008,01 53 05 90 00,http://www.buddhabar.com/restaurants/buddha-bar-paris/,https://maps.google.com/?cid=10746947037373155909,https://www.buddhabar.com/wp-content/uploads/2024/11/Carte-Food-FR_01-11-2024.pdf,"Monday: 6:00 PM – 2:00 AM
Tuesday: 6:00 PM – 2:00 AM
Wednesday: 6:00 PM – 2:00 AM
Thursday: 6:00 PM – 2:00 AM
Friday: 6:00 PM – 2:00 AM
Saturday: 6:00 PM – 2:00 AM
Sunday: 11:00 AM – 4:00 PM, 6:00 PM – 2:00 AM",https://eu.sevenrooms.com/reservations/buddhabarparis,https://www.instagram.com/buddhabarparis/?hl=fr,non_renseigné,Restaurant haut de gamme,False,False,False,False,False,False,False,False,True,False,True,False,False,False,,False,False,False,True,False,False,€€€,,,False,,Dj set mais ne m'a pas l'air de devenir dansant.
Bur,Burger & fries ,"1 Bd de Bonne Nouvelle, 75002 Paris, France",75002,01 42 36 22 79,https://www.burger-fries.com,https://g.co/kgs/cZ8fLXr,https://www.burger-fries.com/la-carte,"Monday: 11:00 – 2:00 AM
Tuesday: 11:00 – 2:00 AM
Wednesday: 11:00 – 2:00 AM
Thursday: 11:00 – 2:00 AM
Friday: 11:00 – 12:00 AM
Saturday: 11:00 – 12:00 AM
Sunday: 11:00 – 12:00 AM",Sans réservation,https://www.instagram.com/burger_and_fries/?hl=fr,non_renseigné,"""Fast"" (à emporter, sandwicherie...)",False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€,Américain,,False,,Plusieurs adresses
Cac,Caché,"13 Villa Riberolle, 75020 Paris, France",75020,06 09 31 61 62,https://www.cache-paris.com/,https://maps.google.com/?cid=12174620226242512312,https://www.cache-paris.com/menus-carte/,"Monday: Closed
Tuesday: 7:00 PM – 2:00 AM
Wednesday: 7:00 PM – 2:00 AM
Thursday: 7:00 PM – 2:00 AM
Friday: 7:00 PM – 2:00 AM
Saturday: 7:00 PM – 2:00 AM
Sunday: Closed",https://www.cache-paris.com,https://www.instagram.com/cache_paris/?igshid=16affkp9t5i3x&fbclid=IwAR0jkoNJ20BdblfS--8yb2EDbqxr051EBwML-RzOfkLPTsZEtJpoIHhPFgg,non_renseigné,Restaurant,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,False,True,False,True,False,False,€€€,Other,,True,cour,
Cafc,Café 52,"52 Rue François 1er, 75008 Paris, France",75008,01 48 23 77 86,https://www.grandhoteldupalaisroyal.com/fr/page/restaurant-paris-1er.12401.html,https://g.co/kgs/AfYXD6p,https://hapi.mmcreation.com/hapidam/4bb4591c-6709-4e05-a044-e2f343b12862/Carte%20Spring%202025.pdf,"Monday: 7:00 AM – 12:00 AM
Tuesday: 7:00 AM – 12:00 AM
Wednesday: 7:00 AM – 12:00 AM
Thursday: 7:00 AM – 12:00 AM
Friday: 7:00 AM – 12:00 AM
Saturday: 7:00 AM – 12:00 AM
Sunday: 7:00 AM – 12:00 AM",https://widget.thefork.com/fr/b9db046e-fea5-4658-9997-f89e30f333df?utm_source=grandhoteldupalaisroyal.com,https://www.instagram.com/grandhoteldupalaisroyal/,non_renseigné,Restaurant,True,True,False,True,False,True,False,False,True,False,False,False,False,False,Grand hôtel du Palais Royal,True,False,True,False,False,False,€€,,,True,terrasse_classique,"Le Café 52 est ouvert de 7h à Minuit tous les jours.

La carte du Café 52 est disponible jusque 21h30.

Beauty cocktails et cocktails créations sont proposés au bar jusqu'à minuit.

Le buffet petit déjeuner est ouvert de 7h à 10h30 tous les jours.

Tous les dimanches, le Brunch est servi de 12h30 à 14h30. Healthy food"
Cafe,Café de l'Esplanade,"52 Rue Fabert, 75007 Paris, France",75007,01 47 05 38 80,http://www.cafe-de-lesplanade.fr/,https://maps.google.com/?cid=12643226844085142731,https://cafe-de-lesplanade.fr/a-la-carte/,"Monday: 8:00 AM – 1:00 AM
Tuesday: 8:00 AM – 1:00 AM
Wednesday: 8:00 AM – 1:00 AM
Thursday: 8:00 AM – 1:00 AM
Friday: 8:00 AM – 1:00 AM
Saturday: 8:00 AM – 1:00 AM
Sunday: 8:00 AM – 1:00 AM",https://cafe-de-lesplanade.fr/reservations/,https://www.instagram.com/cafedelesplanade/,non_renseigné,Brasserie,True,False,False,False,False,True,True,False,True,True,True,False,False,False,,False,False,False,True,False,False,€€€,Français,,True,terrasse_classique,
Cafh,Café de l'Homme,"17 Pl. du Trocadéro et du 11 Novembre, 75016 Paris, France",75016,01 44 05 30 15,https://www.cafedelhomme.com/,https://maps.google.com/?cid=7965790708121965016,https://www.cafedelhomme.com/la-carte,"Monday: 12:00 – 2:30 PM, 7:00 PM – 2:00 AM
Tuesday: 12:00 – 2:30 PM, 7:00 PM – 2:00 AM
Wednesday: 12:00 – 2:30 PM, 7:00 PM – 2:00 AM
Thursday: 12:00 – 4:00 PM, 7:00 PM – 2:00 AM
Friday: 12:00 – 4:00 PM, 7:00 PM – 2:00 AM
Saturday: 12:00 – 4:00 PM, 7:00 PM – 2:00 AM
Sunday: 12:00 – 4:00 PM, 7:00 PM – 2:00 AM",https://www.cafedelhomme.com,https://www.instagram.com/cafedelhomme/?hl=fr,non_renseigné,Restaurant haut de gamme,False,False,False,False,False,True,False,False,True,False,False,False,True,False,,False,False,False,True,False,False,€€€€,Français,,True,terrasse_classique,Vue sur la tour eiffel
Cafl,Café de Luce,"2 Rue des Trois Frères, 75018 Paris, France",75018,01 42 58 00 44,https://www.cafedeluce.com/,https://maps.google.com/?cid=12006231339832811360,https://www.cafedeluce.com/_files/ugd/b84fb2_87bf8316d6f14433a2acbb262d8a34aa.pdf,"Monday: 12:00 – 3:00 PM, 7:00 – 10:00 PM
Tuesday: 12:00 – 3:00 PM, 7:00 – 10:00 PM
Wednesday: 12:00 – 3:00 PM, 7:00 – 10:00 PM
Thursday: 12:00 – 3:00 PM, 7:00 – 10:00 PM
Friday: 12:00 – 3:00 PM, 7:00 – 10:00 PM
Saturday: 12:00 – 10:30 PM
Sunday: 12:00 – 10:00 PM",https://bookings.zenchef.com/results?rid=355870&fullscreen=1,https://www.instagram.com/cafedeluce.montmartre/,non_renseigné,Brasserie,False,False,False,False,False,True,False,False,True,False,True,False,False,False,,False,False,True,False,False,False,€€,Français,,True,terrasse_classique,
Cafd,Café des Délices,"4 Rue Lemon, 75020 Paris, France",75020,non_renseigné,Pas de site internet,https://maps.google.com/?cid=13490156084577448499,CANVA,"Monday: 9:00 AM – 2:00 AM
Tuesday: 9:00 AM – 2:00 AM
Wednesday: 9:00 AM – 2:00 AM
Thursday: 9:00 AM – 2:00 AM
Friday: 9:00 AM – 2:00 AM
Saturday: 9:00 AM – 2:00 AM
Sunday: 9:00 AM – 2:00 AM",Sans réservation,https://www.instagram.com/lecafedesdelices_paris/,non_renseigné,Restaurant,True,False,False,False,False,True,False,False,True,True,True,False,False,False,,False,False,True,False,False,False,€€,Français,,True,terrasse_classique,Terrasse dans la rue
Cafm,Café Marly,"93 Rue de Rivoli, 75001 Paris, France",75001,01 49 26 06 60,https://cafe-marly.com/,https://maps.google.com/?cid=16795178711890245481,https://cafe-marly.com/wp-content/uploads/sites/17/2025/01/Café-Marly-Menu-janvier-2025.pdf,"Monday: 8:30 AM – 2:00 AM
Tuesday: 8:30 AM – 2:00 AM
Wednesday: 8:30 AM – 2:00 AM
Thursday: 8:30 AM – 2:00 AM
Friday: 8:30 AM – 2:00 AM
Saturday: 8:30 AM – 2:00 AM
Sunday: 8:30 AM – 2:00 AM",https://bookings.zenchef.com/results?rid=353937&pid=1001,https://www.instagram.com/cafe_marly/,non_renseigné,Brasserie,False,False,False,False,False,True,True,True,True,False,False,False,True,False,,False,False,False,True,False,True,€€€,Français,,True,terrasse_classique,
Cam,Camelia,"251 Rue Saint-Honoré, 75001 Paris, France",75001,01 70 98 74 00,https://www.mandarinoriental.com/paris/place-vendome/fine-dining/restaurants/french-cuisine/camelia?htl=MOPAR&kw=MOPAR_camelia&eng=google&src=local,https://maps.google.com/?cid=2062623670920131254,https://photos.mandarinoriental.com/is/content/MandarinOriental/paris-restaurant-camelia-breakfast-menu,"Monday: 7:00 AM – 10:30 PM
Tuesday: 7:00 AM – 10:30 PM
Wednesday: 7:00 AM – 10:30 PM
Thursday: 7:00 AM – 10:30 PM
Friday: 7:00 AM – 10:30 PM
Saturday: 7:00 AM – 10:30 PM
Sunday: 7:00 AM – 10:30 PM",https://www.sevenrooms.com/reservations/moparcamelia/mo-com?lang=en&adobe_mc=MCMID%3D32328698833292640313390416988733290654%7CMCORGID%3D0DD8210654E6C7380A4C98A7%2540AdobeOrg%7CTS%3D1737017151,https://www.instagram.com/mo_paris/,non_renseigné,Restaurant haut de gamme,True,True,False,False,True,True,True,False,True,False,False,False,False,False,Mandarin Oriental,True,False,False,True,False,True,€€€€,Français,,True,cour,
Cap,Capri Saint Honoré,"42 Pl. du Marché Saint-Honoré, 75001 Paris, France",75001,01 42 61 48 43,https://www.caprisainthonore.com/,https://g.co/kgs/JEazU8F,https://www.caprisainthonore.com/#menu,"Monday: 7:00 AM – 2:00 AM
Tuesday: 7:00 AM – 2:00 AM
Wednesday: 7:00 AM – 2:00 AM
Thursday: 7:00 AM – 2:00 AM
Friday: 7:00 AM – 2:00 AM
Saturday: 7:00 AM – 2:00 AM
Sunday: 7:00 AM – 2:00 AM",https://www.caprisainthonore.com,https://www.instagram.com/capri.sainthonore/,non_renseigné,Brasserie,False,False,False,True,False,True,False,False,True,True,True,False,False,False,,False,False,True,False,False,False,€€,Italien,,True,terrasse_classique,Brunch dimanche et jours fériés. Terrasse sur la rue.
